ProteinID,experiment_name,label,set
tr|A8J073|A8J073_CHLRE,CHLRE_SEC1,neg,val
sp|P25789|PSA4_HUMAN,HEMO_SEC2,neg,val
sp|Q69YN2|C19L1_HUMAN,HEKR_SEC1,neg,val
tr|A8J073|A8J073_CHLRE,CHLRE_IEX1,neg,val
sp|P61221|ABCE1_HUMAN,HEKR_SEC2,neg,val
sp|Q9LZH9|RL7A2_ARATH,ARATH_SEC1,neg,val
sp|Q6L8Q7|PDE12_HUMAN,HEK_IEX2,neg,val
sp|P06132|DCUP_HUMAN,HEMO_IEX2,neg,val
tr|I1M561|I1M561_SOYBN,SOYBN_SEC2,neg,val
sp|Q86VP6|CAND1_HUMAN,HEK_SEC2,neg,val
sp|Q96CT7|CC124_HUMAN,HEK_IEX2,neg,val
sp|P06733|ENOA_HUMAN,HEMO_SEC1,neg,val
sp|Q9UBB4|ATX10_HUMAN,HEK_SEC2,neg,val
tr|D6C500|D6C500_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3CU15|A0A2K3CU15_CHLRE,CHLRE_SEC2,neg,val
sp|P63000|RAC1_HUMAN,HEKR_SEC2,neg,val
sp|P15455|CRU1_ARATH,ARATH_IEX2,neg,val
tr|A0A2K3CXV1|A0A2K3CXV1_CHLRE,CHLRE_IEX1,neg,val
tr|A0A2K3DD74|A0A2K3DD74_CHLRE,CHLRE_IEX1,neg,val
sp|Q9H361|PABP3_HUMAN,HEK_IEX1,neg,val
tr|A0A0R4J2L6|A0A0R4J2L6_SOYBN,SOYBN_SEC2,neg,val
sp|Q9P258|RCC2_HUMAN,HEKR_SEC1,neg,val
tr|A0A0R0G9J8|A0A0R0G9J8_SOYBN,SOYBN_SEC1,neg,val
tr|I1JYG3|I1JYG3_SOYBN,SOYBN_SEC2,neg,val
tr|I1MEF8|I1MEF8_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3D8D2|A0A2K3D8D2_CHLRE,CHLRE_SEC1,neg,val
tr|I1JPP3|I1JPP3_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3D9Z4|A0A2K3D9Z4_CHLRE,CHLRE_SEC2,neg,val
tr|A2PZC1|A2PZC1_CHLRE,CHLRE_IEX1,neg,val
tr|I1M8P0|I1M8P0_SOYBN,SOYBN_SEC2,neg,val
sp|P20839|IMDH1_HUMAN,HEK_IEX1,neg,val
tr|I1JXG9|I1JXG9_SOYBN,SOYBN_SEC2,neg,val
sp|P11908|PRPS2_HUMAN,HEKR_SEC2,neg,val
sp|Q8LER3|XTH7_ARATH,ARATH_IEX1,neg,val
tr|A8JH69|A8JH69_CHLRE,CHLRE_SEC2,neg,val
sp|O81283|TC159_ARATH,ARATH_SEC1,neg,val
tr|I1K072|I1K072_SOYBN,SOYBN_SEC1,neg,val
sp|O43809|CPSF5_HUMAN,HEKR_SEC2,neg,val
tr|I1NIT8|I1NIT8_SOYBN,SOYBN_SEC2,neg,val
sp|P67936|TPM4_HUMAN,HEK_IEX1,neg,val
sp|Q86V81|THOC4_HUMAN,HEKR_SEC2,neg,val
tr|A0A0R0IDV4|A0A0R0IDV4_SOYBN,SOYBN_SEC1,neg,val
tr|I1M4H7|I1M4H7_SOYBN,SOYBN_SEC1,neg,val
sp|Q92945|FUBP2_HUMAN,HEKR_SEC2,neg,val
tr|I1K006|I1K006_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3CTH3|A0A2K3CTH3_CHLRE,CHLRE_SEC2,neg,val
sp|Q13042|CDC16_HUMAN,HEKR_SEC2,neg,val
sp|P28074|PSB5_HUMAN,HEK_IEX2,neg,val
sp|O15126|SCAM1_HUMAN,HEKR_SEC2,neg,val
sp|Q9BY42|RTF2_HUMAN,HEK_SEC2,neg,val
sp|P32119|PRDX2_HUMAN,HEMO_IEX2,neg,val
tr|Q6Q2Z8|Q6Q2Z8_SOYBN,SOYBN_SEC2,neg,val
tr|A8J3U9|A8J3U9_CHLRE,CHLRE_SEC1,neg,val
tr|I1M9S1|I1M9S1_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3E076|A0A2K3E076_CHLRE,CHLRE_SEC1,neg,val
tr|F4J504|F4J504_ARATH,ARATH_IEX1,neg,val
sp|P23786|CPT2_HUMAN,HEK_IEX1,neg,val
sp|Q9FY54|SPSA2_ARATH,ARATH_SEC1,neg,val
tr|Q9SRT4|Q9SRT4_ARATH,ARATH_IEX2,neg,val
tr|I1LY94|I1LY94_SOYBN,SOYBN_SEC2,neg,val
tr|I1K668|I1K668_SOYBN,SOYBN_SEC1,neg,val
tr|K7MKF1|K7MKF1_SOYBN,SOYBN_SEC2,neg,val
tr|A8I7J8|A8I7J8_CHLRE,CHLRE_SEC2,neg,val
sp|P10809|CH60_HUMAN,HEK_SEC1,neg,val
sp|Q96AE4|FUBP1_HUMAN,HEK_SEC2,neg,val
sp|Q2TAZ0|ATG2A_HUMAN,HEMO_SEC2,neg,val
tr|Q84XR8|Q84XR8_CHLRE,CHLRE_IEX1,neg,val
tr|I1N1B9|I1N1B9_SOYBN,SOYBN_SEC2,neg,val
sp|Q00341|VIGLN_HUMAN,HEKR_SEC2,neg,val
sp|Q96242|CP74A_ARATH,ARATH_SEC1,neg,val
sp|P53621|COPA_HUMAN,HEK_SEC2,neg,val
tr|I1M2K9|I1M2K9_SOYBN,SOYBN_SEC2,neg,val
sp|Q13085|ACACA_HUMAN,HEK_SEC1,neg,val
sp|P27144|KAD4_HUMAN,HEK_SEC2,neg,val
tr|K7L3J1|K7L3J1_SOYBN,SOYBN_SEC1,neg,val
tr|I1NH00|I1NH00_SOYBN,SOYBN_SEC1,neg,val
sp|P55287|CAD11_HUMAN,HEMO_SEC1,neg,val
tr|O81954|O81954_CHLRE,CHLRE_IEX1,neg,val
tr|I1KL89|I1KL89_SOYBN,SOYBN_SEC2,neg,val
sp|Q99598|TSNAX_HUMAN,HEKR_SEC2,neg,val
tr|D6C4Z9|D6C4Z9_SOYBN,SOYBN_SEC2,neg,val
sp|Q8N1G2|CMTR1_HUMAN,HEK_SEC1,neg,val
tr|I1L2C2|I1L2C2_SOYBN,SOYBN_SEC2,neg,val
sp|Q6P2Q9|PRP8_HUMAN,HEK_IEX2,neg,val
sp|Q9ZT91|EFTM_ARATH,ARATH_SEC1,neg,val
sp|Q12830|BPTF_HUMAN,HEK_IEX1,neg,val
tr|A0A2K3DR24|A0A2K3DR24_CHLRE,CHLRE_IEX1,neg,val
tr|I1JGY5|I1JGY5_SOYBN,SOYBN_SEC2,neg,val
tr|C6TGF5|C6TGF5_SOYBN,SOYBN_SEC1,neg,val
sp|P55084|ECHB_HUMAN,HEK_IEX2,neg,val
tr|A8IVD4|A8IVD4_CHLRE,CHLRE_SEC1,neg,val
sp|P52789|HXK2_HUMAN,HEK_IEX2,neg,val
tr|O64835|O64835_ARATH,ARATH_SEC1,neg,val
sp|Q9UNN5|FAF1_HUMAN,HEMO_SEC1,neg,val
sp|P62333|PRS10_HUMAN,HEK_SEC2,neg,val
sp|O95169|NDUB8_HUMAN,HEK_SEC2,neg,val
sp|Q6XQN6|PNCB_HUMAN,HEKR_SEC2,neg,val
tr|A0A2K3D7R4|A0A2K3D7R4_CHLRE,CHLRE_IEX1,neg,val
tr|I1L748|I1L748_SOYBN,SOYBN_SEC2,neg,val
tr|I1J547|I1J547_SOYBN,SOYBN_SEC1,neg,val
tr|I1J8Z9|I1J8Z9_SOYBN,SOYBN_SEC1,neg,val
sp|O48737|TRXM1_ARATH,ARATH_IEX1,neg,val
sp|Q93008|USP9X_HUMAN,HEKR_SEC2,neg,val
tr|A0A2K3DKW5|A0A2K3DKW5_CHLRE,CHLRE_IEX1,neg,val
sp|P57720|AROC_ARATH,ARATH_SEC1,neg,val
tr|I1MJ29|I1MJ29_SOYBN,SOYBN_SEC2,neg,val
tr|I1JBW7|I1JBW7_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3D371|A0A2K3D371_CHLRE,CHLRE_IEX1,neg,val
sp|O60610|DIAP1_HUMAN,HEKR_SEC1,neg,val
sp|P00403|COX2_HUMAN,HEKR_SEC1,neg,val
sp|P49006|MRP_HUMAN,HEK_SEC2,neg,val
tr|I1JIP5|I1JIP5_SOYBN,SOYBN_SEC1,neg,val
sp|Q9SRY5|GSTF7_ARATH,ARATH_IEX1,neg,val
tr|I1J9L7|I1J9L7_SOYBN,SOYBN_SEC2,neg,val
tr|I1M3M4|I1M3M4_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3CTA9|A0A2K3CTA9_CHLRE,CHLRE_SEC1,neg,val
sp|Q92499|DDX1_HUMAN,HEKR_SEC2,neg,val
sp|O22941|IDE1_ARATH,ARATH_IEX2,neg,val
tr|A0A2K3DGL7|A0A2K3DGL7_CHLRE,CHLRE_IEX1,neg,val
sp|P47998|CYSK1_ARATH,ARATH_SEC1,neg,val
tr|K7L8B5|K7L8B5_SOYBN,SOYBN_SEC2,neg,val
tr|A8IKQ0|A8IKQ0_CHLRE,CHLRE_IEX1,neg,val
sp|Q92598|HS105_HUMAN,HEKR_SEC2,neg,val
tr|I1MHR0|I1MHR0_SOYBN,SOYBN_SEC2,neg,val
sp|Q14204|DYHC1_HUMAN,HEK_IEX2,neg,val
tr|I1KTU1|I1KTU1_SOYBN,SOYBN_SEC1,neg,val
sp|Q9NPD3|EXOS4_HUMAN,HEK_IEX2,neg,val
sp|Q9HAD4|WDR41_HUMAN,HEK_IEX2,neg,val
sp|Q02973|EM6_ARATH,ARATH_IEX2,neg,val
sp|Q00169|PIPNA_HUMAN,HEKR_SEC1,neg,val
tr|I1KP48|I1KP48_SOYBN,SOYBN_SEC2,neg,val
sp|Q9HCC0|MCCB_HUMAN,HEKR_SEC1,neg,val
tr|I1NC83|I1NC83_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DFA0|A0A2K3DFA0_CHLRE,CHLRE_IEX1,neg,val
sp|P55145|MANF_HUMAN,HEK_IEX1,neg,val
sp|Q9NSD9|SYFB_HUMAN,HEKR_SEC2,neg,val
sp|P37837|TALDO_HUMAN,HEMO_IEX2,neg,val
sp|Q92804|RBP56_HUMAN,HEK_SEC2,neg,val
sp|Q9LD57|PGKH1_ARATH,ARATH_IEX1,neg,val
tr|C6TJN7|C6TJN7_SOYBN,SOYBN_SEC2,neg,val
sp|P15880|RS2_HUMAN,HEKR_SEC2,neg,val
sp|Q9Y5M8|SRPRB_HUMAN,HEKR_SEC2,neg,val
sp|P14735|IDE_HUMAN,HEMO_IEX1,neg,val
sp|P33993|MCM7_HUMAN,HEKR_SEC2,neg,val
tr|I1JHM4|I1JHM4_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R0L6J6|A0A0R0L6J6_SOYBN,SOYBN_SEC2,neg,val
sp|Q92616|GCN1_HUMAN,HEKR_SEC2,neg,val
tr|Q8VZ23|Q8VZ23_ARATH,ARATH_SEC1,neg,val
sp|P07814|SYEP_HUMAN,HEK_SEC1,neg,val
tr|A8JHX9|A8JHX9_CHLRE,CHLRE_IEX1,neg,val
sp|P45880|VDAC2_HUMAN,HEK_SEC2,neg,val
tr|I1LCU6|I1LCU6_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DR79|A0A2K3DR79_CHLRE,CHLRE_IEX1,neg,val
sp|P09429|HMGB1_HUMAN,HEKR_SEC1,neg,val
tr|A8HMC0|A8HMC0_CHLRE,CHLRE_SEC1,neg,val
tr|I1M094|I1M094_SOYBN,SOYBN_SEC1,neg,val
tr|I1LQ02|I1LQ02_SOYBN,SOYBN_SEC1,neg,val
tr|I1M3X9|I1M3X9_SOYBN,SOYBN_SEC1,neg,val
tr|A0A0R0KL40|A0A0R0KL40_SOYBN,SOYBN_SEC1,neg,val
tr|I1LI24|I1LI24_SOYBN,SOYBN_SEC2,neg,val
sp|Q14683|SMC1A_HUMAN,HEKR_SEC1,neg,val
tr|A0A2K3DLN1|A0A2K3DLN1_CHLRE,CHLRE_IEX1,neg,val
sp|Q9FM65|FLA1_ARATH,ARATH_IEX2,neg,val
tr|A0A2K3D4A3|A0A2K3D4A3_CHLRE,CHLRE_IEX1,neg,val
tr|A0A0R0GEG1|A0A0R0GEG1_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R4J5N5|A0A0R4J5N5_SOYBN,SOYBN_SEC2,neg,val
sp|O75369|FLNB_HUMAN,HEKR_SEC1,neg,val
sp|Q9Y2I8|WDR37_HUMAN,HEMO_SEC2,neg,val
tr|A8IZR1|A8IZR1_CHLRE,CHLRE_SEC1,neg,val
sp|Q8TF46|DI3L1_HUMAN,HEKR_SEC1,neg,val
tr|I1J4X9|I1J4X9_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R0HDY4|A0A0R0HDY4_SOYBN,SOYBN_SEC2,neg,val
tr|A2PZC2|A2PZC2_CHLRE,CHLRE_SEC2,neg,val
sp|Q12792|TWF1_HUMAN,HEK_SEC2,neg,val
tr|A0A2K3E4Q3|A0A2K3E4Q3_CHLRE,CHLRE_IEX1,neg,val
tr|A0A0R0FC11|A0A0R0FC11_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3CYS9|A0A2K3CYS9_CHLRE,CHLRE_SEC1,neg,val
sp|P49688|RS23_ARATH,ARATH_SEC1,neg,val
sp|Q9ZQX6|ETOL1_ARATH,ARATH_IEX2,neg,val
tr|A0A0R0F2Z4|A0A0R0F2Z4_SOYBN,SOYBN_SEC2,neg,val
sp|P25856|G3PA1_ARATH,ARATH_SEC1,neg,val
sp|P00441|SODC_HUMAN,HEK_IEX1,neg,val
tr|C6TG91|C6TG91_SOYBN,SOYBN_SEC2,neg,val
sp|P78344|IF4G2_HUMAN,HEKR_SEC2,neg,val
tr|A8JDQ7|A8JDQ7_CHLRE,CHLRE_SEC1,neg,val
sp|Q9NVG8|TBC13_HUMAN,HEKR_SEC2,neg,val
sp|Q9P0J7|KCMF1_HUMAN,HEK_IEX2,neg,val
sp|Q9BSU3|NAA11_HUMAN,HEKR_SEC2,neg,val
tr|I1MH75|I1MH75_SOYBN,SOYBN_SEC1,neg,val
tr|I1LSZ7|I1LSZ7_SOYBN,SOYBN_SEC1,neg,val
tr|A8IXR2|A8IXR2_CHLRE,CHLRE_SEC1,neg,val
tr|A0A0R4J5C5|A0A0R4J5C5_SOYBN,SOYBN_SEC1,neg,val
tr|A8J239|A8J239_CHLRE,CHLRE_SEC2,neg,val
sp|Q5JSH3|WDR44_HUMAN,HEK_IEX2,neg,val
sp|Q13162|PRDX4_HUMAN,HEK_IEX2,neg,val
tr|I1MHR0|I1MHR0_SOYBN,SOYBN_SEC1,neg,val
tr|A0A0R0J7Q6|A0A0R0J7Q6_SOYBN,SOYBN_SEC2,neg,val
tr|A8HP84|A8HP84_CHLRE,CHLRE_SEC2,neg,val
sp|Q15181|IPYR_HUMAN,HEK_SEC2,neg,val
tr|A0A2K3DCJ7|A0A2K3DCJ7_CHLRE,CHLRE_IEX1,neg,val
tr|A8JF72|A8JF72_CHLRE,CHLRE_SEC1,neg,val
sp|Q86WA6|BPHL_HUMAN,HEKR_SEC2,neg,val
sp|P78371|TCPB_HUMAN,HEK_SEC2,neg,val
sp|Q8WUM4|PDC6I_HUMAN,HEK_IEX1,neg,val
tr|A0A2K3D8G0|A0A2K3D8G0_CHLRE,CHLRE_IEX1,neg,val
sp|Q92997|DVL3_HUMAN,HEKR_SEC2,neg,val
tr|C6SW35|C6SW35_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DW14|A0A2K3DW14_CHLRE,CHLRE_IEX1,neg,val
tr|A0A0R0I177|A0A0R0I177_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R0JWY0|A0A0R0JWY0_SOYBN,SOYBN_SEC2,neg,val
tr|I1K194|I1K194_SOYBN,SOYBN_SEC2,neg,val
sp|P21333|FLNA_HUMAN,HEK_SEC1,neg,val
sp|Q9FY71|EXOL4_ARATH,ARATH_IEX1,neg,val
tr|A0A0R0FJI5|A0A0R0FJI5_SOYBN,SOYBN_SEC2,neg,val
sp|Q9GZT3|SLIRP_HUMAN,HEK_SEC1,neg,val
sp|Q8IX18|DHX40_HUMAN,HEKR_SEC1,neg,val
tr|A8ITH3|A8ITH3_CHLRE,CHLRE_IEX1,neg,val
sp|P25697|KPPR_ARATH,ARATH_SEC1,neg,val
tr|A0A2K3DHR0|A0A2K3DHR0_CHLRE,CHLRE_SEC2,neg,val
sp|O75347|TBCA_HUMAN,HEMO_SEC2,neg,val
tr|I1NF81|I1NF81_SOYBN,SOYBN_SEC1,neg,val
tr|A8IXZ2|A8IXZ2_CHLRE,CHLRE_SEC1,neg,val
sp|P61313|RL15_HUMAN,HEK_SEC2,neg,val
sp|P07437|TBB5_HUMAN,HEKR_SEC2,neg,val
tr|A8J0Q8|A8J0Q8_CHLRE,CHLRE_IEX1,neg,val
tr|A0A2K3DLS9|A0A2K3DLS9_CHLRE,CHLRE_SEC2,neg,val
sp|Q9M9K1|PMG2_ARATH,ARATH_IEX1,neg,val
sp|Q8WWM7|ATX2L_HUMAN,HEK_IEX1,neg,val
sp|O75976|CBPD_HUMAN,HEKR_SEC2,neg,val
tr|I1LCV9|I1LCV9_SOYBN,SOYBN_SEC2,neg,val
sp|O24633|PSB2B_ARATH,ARATH_IEX1,neg,val
tr|I1KVR2|I1KVR2_SOYBN,SOYBN_SEC2,neg,val
sp|Q9BZI7|REN3B_HUMAN,HEK_SEC2,neg,val
tr|A8IYG8|A8IYG8_CHLRE,CHLRE_SEC1,neg,val
sp|P13797|PLST_HUMAN,HEK_IEX2,neg,val
sp|Q9UN86|G3BP2_HUMAN,HEKR_SEC2,neg,val
tr|A0A0R0JEI9|A0A0R0JEI9_SOYBN,SOYBN_SEC2,neg,val
tr|I1JGB5|I1JGB5_SOYBN,SOYBN_SEC2,neg,val
sp|Q9Y315|DEOC_HUMAN,HEKR_SEC2,neg,val
tr|A0A2K3DXD7|A0A2K3DXD7_CHLRE,CHLRE_SEC1,neg,val
tr|A8J8V5|A8J8V5_CHLRE,CHLRE_SEC1,neg,val
tr|F4I7W9|F4I7W9_ARATH,ARATH_SEC1,neg,val
sp|P13489|RINI_HUMAN,HEMO_SEC2,neg,val
sp|Q96N21|AP4AT_HUMAN,HEKR_SEC2,neg,val
tr|I1MUK6|I1MUK6_SOYBN,SOYBN_SEC1,neg,val
sp|P52789|HXK2_HUMAN,HEK_SEC1,neg,val
tr|A0A2K3DW10|A0A2K3DW10_CHLRE,CHLRE_SEC1,neg,val
sp|P84077|ARF1_HUMAN,HEKR_SEC2,neg,val
sp|Q43127|GLNA2_ARATH,ARATH_IEX1,neg,val
tr|I1J7C8|I1J7C8_SOYBN,SOYBN_SEC1,neg,val
sp|Q96327|EBP1_ARATH,ARATH_IEX2,neg,val
sp|P54920|SNAA_HUMAN,HEKR_SEC1,neg,val
tr|I1MZT0|I1MZT0_SOYBN,SOYBN_SEC1,neg,val
sp|P07437|TBB5_HUMAN,HEK_SEC1,neg,val
sp|P60981|DEST_HUMAN,HEK_SEC2,neg,val
tr|A0A0R0KYZ1|A0A0R0KYZ1_SOYBN,SOYBN_SEC1,neg,val
sp|P50993|AT1A2_HUMAN,HEKR_SEC2,neg,val
tr|Q9SWB5|Q9SWB5_SOYBN,SOYBN_SEC2,neg,val
tr|C6SVM3|C6SVM3_SOYBN,SOYBN_SEC2,neg,val
tr|A8IZR1|A8IZR1_CHLRE,CHLRE_IEX1,neg,val
tr|I1KP32|I1KP32_SOYBN,SOYBN_SEC1,neg,val
tr|A0A0R0KMR6|A0A0R0KMR6_SOYBN,SOYBN_SEC2,neg,val
sp|Q9ZNZ7|GLTB1_ARATH,ARATH_SEC1,neg,val
sp|P12694|ODBA_HUMAN,HEKR_SEC1,neg,val
tr|I1KV97|I1KV97_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R0EDC6|A0A0R0EDC6_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DB95|A0A2K3DB95_CHLRE,CHLRE_IEX1,neg,val
sp|Q39243|TRXB1_ARATH,ARATH_IEX2,neg,val
tr|C6TDZ0|C6TDZ0_SOYBN,SOYBN_SEC2,neg,val
sp|Q2KHT3|CL16A_HUMAN,HEK_SEC2,neg,val
sp|O94903|PROSC_HUMAN,HEMO_IEX2,neg,val
tr|A0A2K3DPQ2|A0A2K3DPQ2_CHLRE,CHLRE_SEC1,neg,val
tr|A8JC04|A8JC04_CHLRE,CHLRE_IEX1,neg,val
tr|I1K661|I1K661_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3DKA3|A0A2K3DKA3_CHLRE,CHLRE_SEC2,neg,val
sp|Q8W4E2|VATB3_ARATH,ARATH_IEX1,neg,val
tr|A8IA77|A8IA77_CHLRE,CHLRE_SEC1,neg,val
tr|A0A0R0G057|A0A0R0G057_SOYBN,SOYBN_SEC1,neg,val
tr|A8IW47|A8IW47_CHLRE,CHLRE_IEX1,neg,val
tr|I1LA42|I1LA42_SOYBN,SOYBN_SEC1,neg,val
sp|Q13907|IDI1_HUMAN,HEK_IEX2,neg,val
sp|P12270|TPR_HUMAN,HEK_SEC2,neg,val
sp|P43155|CACP_HUMAN,HEK_IEX2,neg,val
tr|I1JJU1|I1JJU1_SOYBN,SOYBN_SEC2,neg,val
sp|P58107|EPIPL_HUMAN,HEK_SEC2,neg,val
sp|P28072|PSB6_HUMAN,HEMO_SEC2,neg,val
sp|Q13509|TBB3_HUMAN,HEMO_SEC2,neg,val
tr|I1KAV1|I1KAV1_SOYBN,SOYBN_SEC1,neg,val
sp|Q8NHP8|PLBL2_HUMAN,HEK_IEX2,neg,val
tr|I1LQ62|I1LQ62_SOYBN,SOYBN_SEC1,neg,val
tr|I1LC30|I1LC30_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DXK0|A0A2K3DXK0_CHLRE,CHLRE_IEX1,neg,val
sp|P67775|PP2AA_HUMAN,HEMO_SEC1,neg,val
sp|Q9Y617|SERC_HUMAN,HEKR_SEC2,neg,val
tr|A0A2K3D0P5|A0A2K3D0P5_CHLRE,CHLRE_IEX1,neg,val
tr|A0A2K3D661|A0A2K3D661_CHLRE,CHLRE_SEC1,neg,val
sp|P62277|RS13_HUMAN,HEK_SEC2,neg,val
tr|A8ILN4|A8ILN4_CHLRE,CHLRE_SEC1,neg,val
tr|A0A2K3D6J2|A0A2K3D6J2_CHLRE,CHLRE_SEC1,neg,val
sp|P01009|A1AT_HUMAN,HEMO_IEX1,neg,val
tr|I1LEE5|I1LEE5_SOYBN,SOYBN_SEC2,neg,val
tr|C6ZJZ0|C6ZJZ0_SOYBN,SOYBN_SEC2,neg,val
tr|A2PZC0|A2PZC0_CHLRE,CHLRE_IEX1,neg,val
sp|P46379|BAG6_HUMAN,HEK_SEC1,neg,val
sp|P55060|XPO2_HUMAN,HEKR_SEC2,neg,val
sp|Q9LEV3|CBSX3_ARATH,ARATH_IEX2,neg,val
tr|A8J2G4|A8J2G4_CHLRE,CHLRE_SEC1,neg,val
sp|P30048|PRDX3_HUMAN,HEK_IEX2,neg,val
sp|Q9LIC2|TMN7_ARATH,ARATH_SEC1,neg,val
tr|I1JDI7|I1JDI7_SOYBN,SOYBN_SEC1,neg,val
sp|Q9BY43|CHM4A_HUMAN,HEK_IEX2,neg,val
sp|P06541|ATPB_CHLRE,CHLRE_IEX1,neg,val
sp|O00299|CLIC1_HUMAN,HEKR_SEC1,neg,val
sp|P11586|C1TC_HUMAN,HEKR_SEC2,neg,val
sp|Q9SIU2|NCBP1_ARATH,ARATH_IEX2,neg,val
sp|Q9SZ11|GPDL3_ARATH,ARATH_SEC1,neg,val
sp|Q96A33|CCD47_HUMAN,HEKR_SEC2,neg,val
sp|Q04837|SSBP_HUMAN,HEKR_SEC2,neg,val
sp|Q96CS3|FAF2_HUMAN,HEKR_SEC2,neg,val
tr|Q9SS89|Q9SS89_ARATH,ARATH_SEC1,neg,val
sp|O15127|SCAM2_HUMAN,HEK_SEC2,neg,val
sp|Q8L844|PP413_ARATH,ARATH_SEC1,neg,val
tr|A8J091|A8J091_CHLRE,CHLRE_IEX1,neg,val
sp|Q9SFB3|ATAB2_ARATH,ARATH_SEC1,neg,val
sp|Q9SD07|SSL4_ARATH,ARATH_SEC1,neg,val
tr|A0A0R0IRH4|A0A0R0IRH4_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DKU5|A0A2K3DKU5_CHLRE,CHLRE_SEC1,neg,val
sp|P68104|EF1A1_HUMAN,HEKR_SEC1,neg,val
tr|I1KK35|I1KK35_SOYBN,SOYBN_SEC1,neg,val
tr|A8IAN1|A8IAN1_CHLRE,CHLRE_IEX1,neg,val
sp|P62333|PRS10_HUMAN,HEKR_SEC2,neg,val
sp|Q14012|KCC1A_HUMAN,HEK_SEC2,neg,val
sp|P06525|ADH1_ARATH,ARATH_IEX2,neg,val
tr|K7KB27|K7KB27_SOYBN,SOYBN_SEC2,neg,val
sp|Q9FJT8|HATB_ARATH,ARATH_IEX2,neg,val
sp|Q9P289|STK26_HUMAN,HEKR_SEC1,neg,val
sp|P22392|NDKB_HUMAN,HEK_IEX2,neg,val
tr|A0A2K3E212|A0A2K3E212_CHLRE,CHLRE_IEX1,neg,val
sp|P22954|MD37D_ARATH,ARATH_IEX2,neg,val
sp|P35580|MYH10_HUMAN,HEKR_SEC1,neg,val
tr|I1J9T7|I1J9T7_SOYBN,SOYBN_SEC1,neg,val
