ProteinID,experiment_name,label,set
sp|Q96CS3|FAF2_HUMAN,HEK_SEC2,neg,train
tr|I1K6M2|I1K6M2_SOYBN,SOYBN_SEC2,neg,train
sp|Q8VZH2|APM1_ARATH,ARATH_SEC1,neg,train
tr|I1K467|I1K467_SOYBN,SOYBN_SEC1,neg,train
tr|I1L252|I1L252_SOYBN,SOYBN_SEC1,neg,train
sp|Q9UQN3|CHM2B_HUMAN,HEK_IEX2,neg,train
sp|Q9M5K3|DLDH1_ARATH,ARATH_SEC1,neg,train
tr|A0A2K3D7P2|A0A2K3D7P2_CHLRE,CHLRE_IEX1,neg,train
tr|A0A2K3DBQ4|A0A2K3DBQ4_CHLRE,CHLRE_SEC1,neg,train
sp|P00873|RBS1_CHLRE,CHLRE_SEC2,neg,train
sp|Q56ZI2|PATL2_ARATH,ARATH_IEX1,neg,train
sp|O95396|MOCS3_HUMAN,HEK_IEX2,neg,train
sp|Q9M9M3|DF205_ARATH,ARATH_IEX1,neg,train
tr|I1L372|I1L372_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3DQB1|A0A2K3DQB1_CHLRE,CHLRE_SEC1,neg,train
tr|I1JH86|I1JH86_SOYBN,SOYBN_SEC1,neg,train
tr|I1KTW9|I1KTW9_SOYBN,SOYBN_SEC2,neg,train
sp|P07237|PDIA1_HUMAN,HEK_SEC1,neg,train
sp|Q8WUD4|CCD12_HUMAN,HEKR_SEC2,neg,train
tr|I1KVR6|I1KVR6_SOYBN,SOYBN_SEC1,neg,train
tr|K7KGX2|K7KGX2_SOYBN,SOYBN_SEC1,neg,train
sp|P81605|DCD_HUMAN,HEMO_SEC1,neg,train
tr|A8J9Q1|A8J9Q1_CHLRE,CHLRE_SEC1,neg,train
tr|I1JQX3|I1JQX3_SOYBN,SOYBN_SEC2,neg,train
sp|Q8NCM8|DYHC2_HUMAN,HEKR_SEC2,neg,train
sp|P23321|PSBO1_ARATH,ARATH_SEC1,neg,train
sp|P47897|SYQ_HUMAN,HEKR_SEC1,neg,train
tr|C6T4Z6|C6T4Z6_SOYBN,SOYBN_SEC2,neg,train
sp|P22314|UBA1_HUMAN,HEK_IEX2,neg,train
tr|I1K6S6|I1K6S6_SOYBN,SOYBN_SEC1,neg,train
tr|I1M841|I1M841_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3CQ46|A0A2K3CQ46_CHLRE,CHLRE_SEC1,neg,train
tr|K7L517|K7L517_SOYBN,SOYBN_SEC1,neg,train
tr|P93106|P93106_CHLRE,CHLRE_IEX1,neg,train
sp|P13647|K2C5_HUMAN,HEMO_SEC1,neg,train
sp|O15371|EIF3D_HUMAN,HEK_IEX2,neg,train
sp|P15458|2SS2_ARATH,ARATH_IEX2,neg,train
tr|A0A2K3DEJ4|A0A2K3DEJ4_CHLRE,CHLRE_SEC1,neg,train
sp|O23714|PSB2A_ARATH,ARATH_IEX2,neg,train
tr|I1KEY6|I1KEY6_SOYBN,SOYBN_SEC2,neg,train
sp|Q92769|HDAC2_HUMAN,HEK_IEX2,neg,train
sp|Q12974|TP4A2_HUMAN,HEK_SEC1,neg,train
sp|Q86UE4|LYRIC_HUMAN,HEKR_SEC1,neg,train
sp|P49368|TCPG_HUMAN,HEKR_SEC1,neg,train
sp|P28340|DPOD1_HUMAN,HEK_SEC2,neg,train
sp|Q96KG9|NTKL_HUMAN,HEK_SEC2,neg,train
tr|I1NGN4|I1NGN4_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3CS95|A0A2K3CS95_CHLRE,CHLRE_IEX1,neg,train
tr|I1KDM8|I1KDM8_SOYBN,SOYBN_SEC2,neg,train
sp|P53611|PGTB2_HUMAN,HEMO_IEX2,neg,train
sp|Q9SK50|TIC55_ARATH,ARATH_SEC1,neg,train
sp|Q8RWV0|TKTC1_ARATH,ARATH_IEX1,neg,train
sp|P55327|TPD52_HUMAN,HEK_SEC1,neg,train
sp|P49327|FAS_HUMAN,HEMO_SEC2,neg,train
tr|A8HR79|A8HR79_CHLRE,CHLRE_IEX1,neg,train
sp|Q9H078|CLPB_HUMAN,HEK_IEX1,neg,train
sp|P26640|SYVC_HUMAN,HEK_IEX2,neg,train
tr|I1KSP9|I1KSP9_SOYBN,SOYBN_SEC2,neg,train
tr|Q9LM72|Q9LM72_ARATH,ARATH_IEX1,neg,train
tr|A0A0R0I1Y2|A0A0R0I1Y2_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3D658|A0A2K3D658_CHLRE,CHLRE_SEC2,neg,train
sp|Q6ZY51|PWD_ARATH,ARATH_IEX1,neg,train
sp|P37108|SRP14_HUMAN,HEK_SEC2,neg,train
tr|I1K5T3|I1K5T3_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3D540|A0A2K3D540_CHLRE,CHLRE_SEC1,neg,train
sp|Q9H444|CHM4B_HUMAN,HEK_SEC2,neg,train
tr|A0A2K3DJK4|A0A2K3DJK4_CHLRE,CHLRE_SEC1,neg,train
sp|P49368|TCPG_HUMAN,HEKR_SEC2,neg,train
tr|I1ML66|I1ML66_SOYBN,SOYBN_SEC2,neg,train
sp|Q9M8D3|PUR4_ARATH,ARATH_SEC1,neg,train
tr|A8IBG1|A8IBG1_CHLRE,CHLRE_SEC1,neg,train
sp|O04499|PMG1_ARATH,ARATH_IEX1,neg,train
sp|P62081|RS7_HUMAN,HEK_SEC1,neg,train
sp|Q14694|UBP10_HUMAN,HEKR_SEC2,neg,train
tr|K7KEQ2|K7KEQ2_SOYBN,SOYBN_SEC1,neg,train
sp|P06576|ATPB_HUMAN,HEKR_SEC1,neg,train
tr|I1MQT7|I1MQT7_SOYBN,SOYBN_SEC1,neg,train
sp|P53621|COPA_HUMAN,HEK_IEX1,neg,train
sp|Q04917|1433F_HUMAN,HEKR_SEC2,neg,train
tr|A8ITZ0|A8ITZ0_CHLRE,CHLRE_IEX1,neg,train
sp|P07814|SYEP_HUMAN,HEKR_SEC2,neg,train
tr|A8J087|A8J087_CHLRE,CHLRE_IEX1,neg,train
tr|I1LBR6|I1LBR6_SOYBN,SOYBN_SEC1,neg,train
tr|I1M137|I1M137_SOYBN,SOYBN_SEC1,neg,train
tr|A8J1X8|A8J1X8_CHLRE,CHLRE_IEX1,neg,train
sp|Q9BQE3|TBA1C_HUMAN,HEK_SEC2,neg,train
sp|Q04637|IF4G1_HUMAN,HEK_IEX2,neg,train
sp|P04920|B3A2_HUMAN,HEKR_SEC1,neg,train
tr|K7K318|K7K318_SOYBN,SOYBN_SEC2,neg,train
tr|Q67YL8|Q67YL8_ARATH,ARATH_SEC1,neg,train
sp|P16127|CHLI1_ARATH,ARATH_IEX1,neg,train
tr|A0A0R0ESZ8|A0A0R0ESZ8_SOYBN,SOYBN_SEC2,neg,train
tr|I1KIH2|I1KIH2_SOYBN,SOYBN_SEC1,neg,train
tr|K7LZH1|K7LZH1_SOYBN,SOYBN_SEC2,neg,train
sp|P02580|ACT3_SOYBN,SOYBN_SEC2,neg,train
sp|Q8RYC8|ARFS_ARATH,ARATH_SEC1,neg,train
sp|Q13885|TBB2A_HUMAN,HEK_SEC2,neg,train
tr|A8JHX9|A8JHX9_CHLRE,CHLRE_SEC2,neg,train
sp|P56795|RK22_ARATH,ARATH_SEC1,neg,train
sp|Q8IWD4|CC117_HUMAN,HEK_SEC2,neg,train
tr|I1KUQ3|I1KUQ3_SOYBN,SOYBN_SEC2,neg,train
tr|I1JPD4|I1JPD4_SOYBN,SOYBN_SEC2,neg,train
sp|Q9S7E4|FDH_ARATH,ARATH_IEX2,neg,train
tr|A8IV67|A8IV67_CHLRE,CHLRE_SEC2,neg,train
tr|A0A2K3DRC8|A0A2K3DRC8_CHLRE,CHLRE_IEX1,neg,train
sp|Q01844|EWS_HUMAN,HEK_SEC1,neg,train
sp|P62750|RL23A_HUMAN,HEK_SEC2,neg,train
sp|P35908|K22E_HUMAN,HEMO_SEC2,neg,train
tr|I1KK59|I1KK59_SOYBN,SOYBN_SEC2,neg,train
sp|Q86WR0|CCD25_HUMAN,HEK_IEX1,neg,train
sp|Q9SCY0|PGMP_ARATH,ARATH_IEX2,neg,train
tr|A0A0R0EYA5|A0A0R0EYA5_SOYBN,SOYBN_SEC2,neg,train
tr|K7LWI4|K7LWI4_SOYBN,SOYBN_SEC1,neg,train
sp|P50213|IDH3A_HUMAN,HEKR_SEC1,neg,train
sp|O60333|KIF1B_HUMAN,HEKR_SEC1,neg,train
sp|Q9BVA1|TBB2B_HUMAN,HEKR_SEC2,neg,train
sp|P60953|CDC42_HUMAN,HEK_SEC2,neg,train
sp|P31946|1433B_HUMAN,HEK_SEC1,neg,train
sp|P04637|P53_HUMAN,HEKR_SEC2,neg,train
sp|O00231|PSD11_HUMAN,HEK_SEC1,neg,train
tr|A8J9T0|A8J9T0_CHLRE,CHLRE_SEC2,neg,train
tr|K7K5C0|K7K5C0_SOYBN,SOYBN_SEC2,neg,train
sp|Q9NYH9|UTP6_HUMAN,HEKR_SEC1,neg,train
tr|C6T7F3|C6T7F3_SOYBN,SOYBN_SEC2,neg,train
sp|O00193|SMAP_HUMAN,HEK_SEC2,neg,train
tr|I1MT77|I1MT77_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3DKV5|A0A2K3DKV5_CHLRE,CHLRE_IEX1,neg,train
tr|A8I8Z4|A8I8Z4_CHLRE,CHLRE_SEC2,neg,train
tr|I1N5N0|I1N5N0_SOYBN,SOYBN_SEC2,neg,train
sp|O95336|6PGL_HUMAN,HEMO_IEX2,neg,train
tr|A0A2K3DCF8|A0A2K3DCF8_CHLRE,CHLRE_SEC1,neg,train
tr|O04265|O04265_ARATH,ARATH_IEX2,neg,train
sp|P30041|PRDX6_HUMAN,HEMO_SEC1,neg,train
tr|A0A2K3E7P1|A0A2K3E7P1_CHLRE,CHLRE_SEC1,neg,train
sp|O96000|NDUBA_HUMAN,HEKR_SEC2,neg,train
tr|A8HVP2|A8HVP2_CHLRE,CHLRE_SEC2,neg,train
sp|P31751|AKT2_HUMAN,HEKR_SEC1,neg,train
tr|I1K3X9|I1K3X9_SOYBN,SOYBN_SEC1,neg,train
sp|Q13439|GOGA4_HUMAN,HEKR_SEC1,neg,train
tr|I1L677|I1L677_SOYBN,SOYBN_SEC1,neg,train
tr|C6T065|C6T065_SOYBN,SOYBN_SEC2,neg,train
tr|I1K970|I1K970_SOYBN,SOYBN_SEC2,neg,train
tr|A0A0R0HR30|A0A0R0HR30_SOYBN,SOYBN_SEC1,neg,train
sp|Q9BQP7|MGME1_HUMAN,HEKR_SEC1,neg,train
tr|A0A0R4J656|A0A0R4J656_SOYBN,SOYBN_SEC2,neg,train
tr|I1JYF7|I1JYF7_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3DZU3|A0A2K3DZU3_CHLRE,CHLRE_IEX1,neg,train
sp|P46940|IQGA1_HUMAN,HEK_IEX2,neg,train
tr|A0A2K3D608|A0A2K3D608_CHLRE,CHLRE_IEX1,neg,train
tr|I1L100|I1L100_SOYBN,SOYBN_SEC1,neg,train
tr|C6TIJ0|C6TIJ0_SOYBN,SOYBN_SEC1,neg,train
tr|I1LJ68|I1LJ68_SOYBN,SOYBN_SEC2,neg,train
sp|O00461|GOLI4_HUMAN,HEKR_SEC1,neg,train
sp|Q14C86|GAPD1_HUMAN,HEKR_SEC2,neg,train
tr|K7MQT5|K7MQT5_SOYBN,SOYBN_SEC1,neg,train
tr|A8J8Y1|A8J8Y1_CHLRE,CHLRE_SEC2,neg,train
sp|Q92733|PRCC_HUMAN,HEK_IEX2,neg,train
tr|A0A2K3CVA1|A0A2K3CVA1_CHLRE,CHLRE_IEX1,neg,train
tr|Q4JLR9|Q4JLR9_CHLRE,CHLRE_SEC1,neg,train
tr|I1KI08|I1KI08_SOYBN,SOYBN_SEC2,neg,train
tr|I1M2V7|I1M2V7_SOYBN,SOYBN_SEC2,neg,train
tr|I1LIK8|I1LIK8_SOYBN,SOYBN_SEC2,neg,train
sp|Q9BWJ5|SF3B5_HUMAN,HEK_SEC2,neg,train
tr|I1N7B1|I1N7B1_SOYBN,SOYBN_SEC2,neg,train
tr|K7L827|K7L827_SOYBN,SOYBN_SEC2,neg,train
sp|Q6P2E9|EDC4_HUMAN,HEKR_SEC1,neg,train
tr|A0A2K3DWS4|A0A2K3DWS4_CHLRE,CHLRE_SEC2,neg,train
tr|A0A0R0KSG7|A0A0R0KSG7_SOYBN,SOYBN_SEC1,neg,train
sp|P31937|3HIDH_HUMAN,HEK_SEC2,neg,train
sp|P50395|GDIB_HUMAN,HEK_SEC2,neg,train
sp|P63151|2ABA_HUMAN,HEK_SEC2,neg,train
tr|A0A2K3DGF0|A0A2K3DGF0_CHLRE,CHLRE_IEX1,neg,train
sp|P48556|PSMD8_HUMAN,HEMO_SEC2,neg,train
tr|C6TH20|C6TH20_SOYBN,SOYBN_SEC2,neg,train
sp|P49247|RPIA_HUMAN,HEMO_IEX1,neg,train
tr|I1MNR1|I1MNR1_SOYBN,SOYBN_SEC1,neg,train
tr|I1LJG9|I1LJG9_SOYBN,SOYBN_SEC1,neg,train
sp|P10253|LYAG_HUMAN,HEK_SEC2,neg,train
sp|Q8TEX9|IPO4_HUMAN,HEKR_SEC1,neg,train
sp|P68871|HBB_HUMAN,HEMO_IEX2,neg,train
tr|I1NH15|I1NH15_SOYBN,SOYBN_SEC2,neg,train
sp|O23627|SYGM1_ARATH,ARATH_SEC1,neg,train
tr|Q9LP53|Q9LP53_ARATH,ARATH_IEX2,neg,train
tr|I1N6A6|I1N6A6_SOYBN,SOYBN_SEC1,neg,train
tr|C6SYC0|C6SYC0_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3CQ83|A0A2K3CQ83_CHLRE,CHLRE_IEX1,neg,train
sp|P27348|1433T_HUMAN,HEKR_SEC2,neg,train
tr|K7KDY5|K7KDY5_SOYBN,SOYBN_SEC2,neg,train
tr|A0A0R0IQ92|A0A0R0IQ92_SOYBN,SOYBN_SEC1,neg,train
sp|P29197|CH60A_ARATH,ARATH_IEX2,neg,train
tr|A0A0R0FRC7|A0A0R0FRC7_SOYBN,SOYBN_SEC2,neg,train
sp|O75718|CRTAP_HUMAN,HEKR_SEC1,neg,train
tr|A0A2K3E272|A0A2K3E272_CHLRE,CHLRE_SEC2,neg,train
sp|P13708|SUS_SOYBN,SOYBN_SEC2,neg,train
sp|Q13509|TBB3_HUMAN,HEKR_SEC2,neg,train
sp|P62714|PP2AB_HUMAN,HEMO_SEC2,neg,train
sp|Q14204|DYHC1_HUMAN,HEK_SEC2,neg,train
sp|Q99973|TEP1_HUMAN,HEMO_IEX2,neg,train
tr|Q9M328|Q9M328_ARATH,ARATH_SEC1,neg,train
tr|O23960|O23960_SOYBN,SOYBN_SEC1,neg,train
tr|I1KTE1|I1KTE1_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3DXU4|A0A2K3DXU4_CHLRE,CHLRE_SEC2,neg,train
sp|Q9NUY8|TBC23_HUMAN,HEKR_SEC1,neg,train
tr|A8J1T1|A8J1T1_CHLRE,CHLRE_SEC1,neg,train
tr|A8JHX9|A8JHX9_CHLRE,CHLRE_SEC1,neg,train
sp|Q9SV20|COPB2_ARATH,ARATH_SEC1,neg,train
sp|P78527|PRKDC_HUMAN,HEK_SEC2,neg,train
sp|Q96F86|EDC3_HUMAN,HEKR_SEC2,neg,train
sp|Q9SR70|FK164_ARATH,ARATH_SEC1,neg,train
tr|A0A0R0FN75|A0A0R0FN75_SOYBN,SOYBN_SEC2,neg,train
sp|Q0WUV7|EXL4_ARATH,ARATH_IEX2,neg,train
tr|I2FKQ9|I2FKQ9_CHLRE,CHLRE_IEX1,neg,train
tr|A8J090|A8J090_CHLRE,CHLRE_IEX1,neg,train
sp|Q9ZVX4|U90A1_ARATH,ARATH_IEX2,neg,train
sp|Q9SA78|COPE1_ARATH,ARATH_SEC1,neg,train
sp|Q05758|ILV5_ARATH,ARATH_IEX2,neg,train
tr|K7LR00|K7LR00_SOYBN,SOYBN_SEC2,neg,train
tr|A0A2K3E0X7|A0A2K3E0X7_CHLRE,CHLRE_IEX1,neg,train
sp|P34932|HSP74_HUMAN,HEK_SEC1,neg,train
tr|A8JI07|A8JI07_CHLRE,CHLRE_SEC1,neg,train
sp|P53396|ACLY_HUMAN,HEK_SEC1,neg,train
sp|P07437|TBB5_HUMAN,HEKR_SEC1,neg,train
tr|A0A2K3E0L8|A0A2K3E0L8_CHLRE,CHLRE_SEC1,neg,train
tr|A0A2K3DAV7|A0A2K3DAV7_CHLRE,CHLRE_SEC1,neg,train
tr|F4I353|F4I353_ARATH,ARATH_SEC1,neg,train
sp|Q04837|SSBP_HUMAN,HEK_SEC1,neg,train
sp|P10253|LYAG_HUMAN,HEK_IEX2,neg,train
sp|Q9NUJ1|ABHDA_HUMAN,HEK_SEC1,neg,train
sp|Q13469|NFAC2_HUMAN,HEKR_SEC1,neg,train
sp|Q9P2J5|SYLC_HUMAN,HEKR_SEC2,neg,train
tr|I1J928|I1J928_SOYBN,SOYBN_SEC2,neg,train
tr|I1JXA0|I1JXA0_SOYBN,SOYBN_SEC2,neg,train
sp|Q07187|EM1_ARATH,ARATH_IEX2,neg,train
tr|I1JEI0|I1JEI0_SOYBN,SOYBN_SEC2,neg,train
tr|C6TKK5|C6TKK5_SOYBN,SOYBN_SEC1,neg,train
tr|K7LRK7|K7LRK7_SOYBN,SOYBN_SEC1,neg,train
sp|P50991|TCPD_HUMAN,HEK_SEC2,neg,train
tr|C6TA28|C6TA28_SOYBN,SOYBN_SEC2,neg,train
tr|I1MUY0|I1MUY0_SOYBN,SOYBN_SEC2,neg,train
tr|A8IP37|A8IP37_CHLRE,CHLRE_SEC1,neg,train
tr|A0A2K3CTP8|A0A2K3CTP8_CHLRE,CHLRE_SEC2,neg,train
sp|P41250|SYG_HUMAN,HEK_IEX1,neg,train
sp|Q9LTX9|HSP7G_ARATH,ARATH_IEX2,neg,train
tr|I1KTG8|I1KTG8_SOYBN,SOYBN_SEC2,neg,train
sp|P39023|RL3_HUMAN,HEKR_SEC2,neg,train
tr|A0A2K3E7W0|A0A2K3E7W0_CHLRE,CHLRE_SEC2,neg,train
tr|A8ILX2|A8ILX2_CHLRE,CHLRE_SEC1,neg,train
sp|Q16595|FRDA_HUMAN,HEK_SEC1,neg,train
tr|A0A2K3CQA7|A0A2K3CQA7_CHLRE,CHLRE_IEX1,neg,train
tr|I1LBR6|I1LBR6_SOYBN,SOYBN_SEC2,neg,train
sp|Q14558|KPRA_HUMAN,HEKR_SEC2,neg,train
sp|P25857|G3PB_ARATH,ARATH_IEX1,neg,train
sp|Q56YA5|SGAT_ARATH,ARATH_IEX1,neg,train
sp|Q02218|ODO1_HUMAN,HEKR_SEC2,neg,train
sp|Q9C5M0|DTC_ARATH,ARATH_SEC1,neg,train
sp|P05141|ADT2_HUMAN,HEKR_SEC1,neg,train
sp|O15126|SCAM1_HUMAN,HEKR_SEC1,neg,train
sp|P62195|PRS8_HUMAN,HEMO_SEC1,neg,train
sp|P62714|PP2AB_HUMAN,HEKR_SEC1,neg,train
tr|I1M9G9|I1M9G9_SOYBN,SOYBN_SEC1,neg,train
tr|I1M8A5|I1M8A5_SOYBN,SOYBN_SEC1,neg,train
sp|Q15393|SF3B3_HUMAN,HEK_SEC2,neg,train
sp|P62241|RS8_HUMAN,HEK_SEC2,neg,train
sp|P42761|GSTFA_ARATH,ARATH_IEX1,neg,train
sp|P12814|ACTN1_HUMAN,HEK_SEC2,neg,train
sp|Q9S795|BADH1_ARATH,ARATH_IEX2,neg,train
